STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,EDUCATION_LEV,Education level,MEASURE,Measure,EDUCATION_TYPE,Education type,INTENSITY,Intensity,EDUCATION_FIELD,Field of education,GRADE,Grade,FREQ,Frequency of observation,ORIGIN,Origin,DESTINATION,Destination,INST_TYPE_EDU,Type of educational institution,MOBILITY,Mobility,UNIT_MEASURE,Unit of measure,SEX,Sex,AGE,Age,TIME_PERIOD,Time period,OBS_VALUE,Observation value,REF_YEAR_AGES,Reference date for ages,ORIGIN_CRITERION,Origin criterion,REPYEARSTART,Reference year start,REPYEAREND,Reference year end,OBS_STATUS,Observation status,CONF_STATUS,Confidentiality status,COMMENT_OBS,Observation comment,DECIMALS,Decimals,TIME_PER_COLLECT,Time period collection,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,LVA,Latvia,ISCED11_1,Primary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2015,,11.13296,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,LVA,Latvia,ISCED11_1,Primary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2014,,11.09112,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,LVA,Latvia,ISCED11_1,Primary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2013,,11.16222,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,PRT,Portugal,ISCED11_3,Upper secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2013,,8.396905,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,CZE,Czechia,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2022,,12.22088,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,CZE,Czechia,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2021,,12.41031,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,CZE,Czechia,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2020,,12.55357,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,CZE,Czechia,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2019,,12.61113,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,CZE,Czechia,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2018,,12.44979,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,CZE,Czechia,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2017,,12.11421,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,CZE,Czechia,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2016,,12.00647,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,CZE,Czechia,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2015,,11.84082,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,CZE,Czechia,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2014,,11.87654,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,CZE,Czechia,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2013,,11.18841,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,CAN,Canada,ISCED11_3,Upper secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2022,,12.33142,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,CAN,Canada,ISCED11_3,Upper secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2021,,12.13837,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,CAN,Canada,ISCED11_3,Upper secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2020,,12.77639,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,CAN,Canada,ISCED11_3,Upper secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2019,,13.00162,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,CAN,Canada,ISCED11_3,Upper secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2018,,13.25256,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,CAN,Canada,ISCED11_3,Upper secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2017,,13.08584,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,CAN,Canada,ISCED11_3,Upper secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2016,,12.24395,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,CAN,Canada,ISCED11_3,Upper secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2015,,12.96585,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,CAN,Canada,ISCED11_3,Upper secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2014,,12.79449,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,CAN,Canada,ISCED11_3,Upper secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2013,,13.77321,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,FRA,France,ISCED11_1,Primary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2022,,18.20954,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,FRA,France,ISCED11_1,Primary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2021,,18.2638,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,FRA,France,ISCED11_1,Primary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2020,,18.4201,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,FRA,France,ISCED11_1,Primary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2019,,18.65882,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,FRA,France,ISCED11_1,Primary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2018,,19.08383,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,FRA,France,ISCED11_1,Primary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2017,,19.39739,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,FRA,France,ISCED11_1,Primary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2016,,19.62657,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,FRA,France,ISCED11_1,Primary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2015,,19.69279,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,FRA,France,ISCED11_1,Primary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2014,,19.641,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,FRA,France,ISCED11_1,Primary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2013,,19.68351,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,EST,Estonia,ISCED11_1,Primary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2022,,12.07328,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,EST,Estonia,ISCED11_1,Primary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2021,,12.24886,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
